metadata: addition UID,metadata: file URL,metadata: collection,metadata: ms ID,metadata: shelfmark,metadata: ms type,metadata: part name,metadata: partID,overview: additions,locus: locus,locus: from,locus: to,people: author name(s),people: author ID(s),people: scribe name(s),people: scribe ID(s),people: signer name(s),people: signer ID(s),people: former owner name(s),people: former owner ID(s),people: other person name(s),people: other person ID(s),bibliography: bibl(s),bibliography: title(s),bibliography: ref(s),bibliography: ref URI(s)
MS_Turk_e_60_addition_1,manuscript_23172,,MS_Turk_e_60,,manuscript,,MS_Turk_e_60,Several marginal notes in Persian and Chaghatay throughout. Extensive notes also in the front and back covers and early and latter pages.,,,,,,,,,,,,,,,,,
MS_Ind_Inst_Turk_4_addition_1,manuscript_23174,,MS_Ind_Inst_Turk_4,,manuscript,,MS_Ind_Inst_Turk_4,Occasional marginalia in Chaghatay throughout.,,,,,,,,,,,,,,,,,
MS_Turk_e_59_addition_1,manuscript_23177,,MS_Turk_e_59,,manuscript,,MS_Turk_e_59,"Prayers, notes, short poems, and an astrological chart scribbled on the first flyleaf, folio 1a, folios 255b-257b, and folio 261a-b await further analyis.","folio 1a, ; folios 255b-257b, and ; folio 261a-b",1a 255b 261a,1a 257b 261b,,,,,,,,,,,,,,
MS_Bodl_Or_75_addition_1,manuscript_23187,,MS_Bodl_Or_75,,manuscript,,MS_Bodl_Or_75,"Copious notes in Persian, Arabic, and Hebrew on the initial flyleaves. The Hebrew appears in Rashi and Solitreo scripts in various hands, some more skilled than others.",,,,,,,,,,,,,,,,,
MS_Marsh_633_addition_1,manuscript_23189,,MS_Marsh_633,,manuscript,,MS_Marsh_633,Several notes appear on folio 1a: At the top of the page is a note in Greek by Archbishop Narcissus Marsh which reads πανταχή τὴν ἀλήθειαν.The title of the first work is given as کِتَابِ یُوسُفُ زَلِیْخَايِ حَمْدِيْ.A note in hastily written Arabic appears to indicate that the manuscript was once for sale in Aleppo and gives the price as غروش ۳۲ و اقچه ۱۵.,folio 1a,1a,1a,,,,,,,Archbishop Narcissus Marsh,person_22965285,,,,,,
MS_Marsh_633_addition_2,manuscript_23189,,MS_Marsh_633,,manuscript,,MS_Marsh_633,"Folio 225a-b also displays some hastily written notes in Ottoman Turkish, Persian, and perhaps Arabic.",Folio 225a-b,225a,225b,,,,,,,,,,,,,,
MS_Bodl_Or_515-518_addition_1,manuscript_23190,,MS_Bodl_Or_515-518,,manuscript,,MS_Bodl_Or_515-518,Flyleaf ia-b of volume 1 bears several invocations in Arabic.,Flyleaf ia-b,ia,ib,,,,,,,,,,,,,,
MS_Bodl_Or_515-518_addition_2,manuscript_23190,,MS_Bodl_Or_515-518,,manuscript,,MS_Bodl_Or_515-518,"Flyleaf ia of volume 1 and folio 106a (in volume 2) give the title of the work in Latin as Historia Josephi et Zelichae, Turcicé and Josephi et Zelichae, Turcicé, respectively.",Flyleaf ia; folio 106a,ia 106a,ia 106a,,,,,,,,,,,,"Historia Josephi et Zelichae, Turcicé; Josephi et Zelichae, Turcicé",,
MS_Bodl_Or_515-518_addition_3,manuscript_23190,,MS_Bodl_Or_515-518,,manuscript,,MS_Bodl_Or_515-518,Flyleaf ib of volume 1 bears a note in (slightly misspelled) Ottoman Turkish giving the number of total folios in both volumes: همان یوز ضقسان بر کاغت‌در ۱۹۱.,Flyleaf ib,ib,ib,,,,,,,,,,,,,,
MS_Bodl_Or_515-518_addition_4,manuscript_23190,,MS_Bodl_Or_515-518,,manuscript,,MS_Bodl_Or_515-518,"Some marginalia in mixed French, Latin, and transliterated Ottoman on folios 1b & 2a of volume 1, probably in the hand of Edward Bernard, 1638 1696.",folios 1b & 2a,,,,,,,,,,,,,,,,
MS_Marsh_179_addition_1,manuscript_23196,,MS_Marsh_179,,manuscript,,MS_Marsh_179,Account keeping in Ottoman Turkish for what appear to be kitchenware items in the margins of folio 3a.,folio 3a,3a,3a,,,,,,,,,,,,,,
MS_Asiat_misc_e_2_addition_1,manuscript_23204,,MS_Asiat_misc_e_2,,manuscript,,MS_Asiat_misc_e_2,Marginalia in Ottoman Turkish on folio 102b reads: دارنده قضاسنده حاجی درویش محله‌سنده اوجاقچی زاده علی مخدومی محمد علی. Marginalia in Ottoman Turkish on the back cover reads: دارنده قضاسنده حاجی درویش محله‌سنده الوان زاده حسن افندینك خانه‌سنده ۱۲ تشرین اول پرشنبه کونی کیجه ساعت الاتورکه بره اون قاله اودایه چیقدیم حسن بك و مصطفی بکلری کوزلیوردم افندم سر محرر. (The signature which follows is illegible.),folio 102b,102b,102b,,,,,,,,,,,,,,
Gaster_MS_Misc_1501_addition_1,manuscript_26514,,Gaster_MS_Misc_1501,,manuscript,,Gaster_MS_Misc_1501,Inscriptions: Folio 1a:,1a,1a,1a,,,,,,,,,,,,,,
Gaster_MS_Misc_1519_addition_1,manuscript_26515,,Gaster_MS_Misc_1519,,manuscript,,Gaster_MS_Misc_1519,Inscriptions: Folio 1a:,1a,1a,1a,,,,,,,,,,,,,,
Persian_MS_1012_addition_1,manuscript_26531,,Persian_MS_1012,,manuscript,,Persian_MS_1012,"Inscriptions: The final left flyleaf a side (ff. ia) bears a note by a former owner in French: Dictionn. Persan & Turc par nametallah. Folios 1a bears a note in Arabic script with the name خواجه قردن (Ḫōca Ḳardon), probably Denis-Dominique Cardonne, dated both and 1165 AH (1751–52 CE).1752",final left flyleaf a side (ff. ia); 1a,ia 1a,ib 1a,,,,,,,Denis-Dominique Cardonne,person_78764607,,,,,,
Persian_MS_1014_addition_1,manuscript_26533,,Persian_MS_1014,,manuscript,,Persian_MS_1014,"Table of Contents: The fifth right flyleaf b side to sixth a side (f. vb–via) lists the contents of the volume. Marginalia: Occasional notes throughout in an unidentified English hand written in sepia ink, which translates chapter headings and events and cross-references Dow's translation. Inscriptions: The right board exterior bears a paper label with the French title and volume number and Nº 58, as well as bears another note describing on the second right flyleaf a side (f. iia) both by former owner Jean Baptiste Joseph Gentil (1726-1799), who also signed and 1b, top. Folio 1a bears a note by former owner Yūsuf Muḥammad Khān dated 1149 AH indicating that he paid a price of 140 rupees for the three-volume set: له ملک هفدهم ۱۷ ماه مبارک رمضان سنه ۱۱۴۹ از خجسته بنایل(؟) سه جلد تاریخ فرشته بقیمت سلع(؟) یکصد و چهل روپیه خرید شده در قلعه بر پیدا (؟) رسید (سیاق؟) چند روزی بعاریت از ماست Bookplates: The right and left doublures both bear Chetham's bookplates, the latter with the class mark 7994.",fifth right flyleaf b side to sixth a side (f. vb–via); right board exterior; second right flyleaf a side (f. iia); 1b; 1a; right; left,vb Inner_front_cover iia 1b 1a Inner_front_cover Inner_back_cover,via Inner_front_cover iia 1b 1a Inner_front_cover Inner_back_cover,,,,,,,Jean Baptiste Joseph Gentil (1726-1799); Yūsuf Muḥammad Khān,person_122375965,,,,,,
Persian_MS_1015_addition_1,manuscript_26534,,Persian_MS_1015,,manuscript,,Persian_MS_1015,"Marginalia: Occasional notes throughout in an unidentified English hand written in sepia ink, which translates chapter headings and events and cross-references Dow's translation. Inscriptions: The right board exterior bears a paper label with the French title and volume number and Nº 58, as well as bears another note describing on the fourth right flyleaf a side (f. iva), both by former owner Jean Baptiste Joseph Gentil (1726-1799), who also signed and 1b, top. Folio 1a bears a note by former owner Yūsuf Muḥammad Khān dated 1149 AH indicating that he paid a price of 140 rupees for the three-volume set: له ملک هفدهم ۱۷ ماه مبارک رمضان سنه ۱۱۴۹ از خجسته بنایل(؟) سه جلد تاریخ فرشته بقیمت سلع(؟) یکصد و چهل روپیه خرید شده در قلعه بر پیدا (؟) رسید (سیاق؟) چند روزی بعاریت از ماست Bookplates: The right and left doublures both bear Chetham's bookplates, the latter with the class mark 7994.",right board exterior; fourth right flyleaf a side (f. iva); 1b; 1a; right; left,Inner_front_cover iva 1b 1a Inner_front_cover Inner_back_cover,Inner_front_cover iva 1b 1a Inner_front_cover Inner_back_cover,,,,,,,Jean Baptiste Joseph Gentil (1726-1799); Yūsuf Muḥammad Khān,person_122375965,,,,,,
Persian_MS_1016_addition_1,manuscript_26535,,Persian_MS_1016,,manuscript,,Persian_MS_1016,"Marginalia: Occasional notes throughout in an unidentified English hand written in sepia ink, which translates chapter headings and events and cross-references Dow's translation. Inscriptions: The fourth right flyleaf a side (f. iva) bears a French note by former owner Jean Baptiste Joseph Gentil that describes the volume. Bookplates: The right and left doublures both bear Chetham's bookplates, the latter with the class mark 7994.",fourth right flyleaf a side (f. iva); right; left,iva Inner_front_cover Inner_back_cover,iva Inner_front_cover Inner_back_cover,,,,,,,Jean Baptiste Joseph Gentil,person_122375965,,,,,,
Persian_MS_1017_addition_1,manuscript_26536,,Persian_MS_1017,,manuscript,,Persian_MS_1017,"Inscriptions: Bahar Danush, or Garden of Knowledge; a translation has been done by Scott under the title Orientalium Literatura. Einaiut Oollah of Dhely. Bahār-i dānish.",,,,,,,,,,,,,,,,,
Persian MS 942_addition_1,manuscript_26542,,Persian MS 942,,manuscript-composite,,Persian_MS_942,"Marginalia: Many folios bear interlinear notes in a minuscule black shikastah hand, as well as marginalia in black and red. Inscriptions: Folio 1b bears a notation by an unidientified former owner adjacent to an obliterated seal impression. هذا النسخة الشريفة انشاء يوسفي تصنيف مولانا مولوي محمد يوسف.The right board exterior bears a price of 50 Rupees written in both Persian and English.",1b; right board exterior,1b Front_cover,1b Front_cover,,,,,,,,,,,,,,
Persian_MS_944_addition_1,manuscript_26544,,Persian_MS_944,,manuscript,,Persian_MS_944,"Inscriptions: The right flyleaf a side (f. ia) bears a pencilled inscription in the hand of an unidentified former owner, who possibly initialled it underneath. The Silsilat uz-Zahab (Chain of Gold) of Jami c. 1700 Copied by Muhammad Qavám ush-Shírází, followed by an unintelligable scribble, perhaps indicating a date or someone's initials.",right flyleaf a side (f. ia),ia,ia,,,,,,,,,,,,,,
Persian MS 947_addition_1,manuscript_26547,,Persian MS 947,,manuscript,,,"Inscriptions: The right pastedown bears a pasted note in Arabic and English that describes the work but misattributes authroship to Rashīd al-Dīn Muḥammad ibn Muḥammad, Vaṭvāṭ (ca. 1114–1182).Folios 1a and 4a inscribed by former owner Muḥammad Rashīd, the latter adjacent to his seal impression and a price of 25. محمد رشيد دارنده وى",right pastedown; 1a; 4a,Inner_front_cover 1a 4a,Inner_front_cover 1a 4a,,,,,,,Muḥammad Rashīd,person_f7844,"Rashīd al-Dīn Muḥammad ibn Muḥammad, Vaṭvāṭ (ca. 1114–1182)",,,,,
Persian_MS_950_addition_1,manuscript_26550,,Persian_MS_950,,manuscript,,Persian_MS_950,"Inscriptions: The final folio, , adjacent to the colophon bears a library accession statement dated 1294 AH (1877–1878 CE), adjacent to a partial seal impression with the name ‘Alī. هذا كتاب را يكي از برهان جمشيد(؟) و جهان دائم(؟) است يادگار تحفه نیاز نمود و داخل کتابخانه شد، ۱۲۹۶.",,,,,,,,,,,,,,,,,
Persian_MS_952_addition_1,manuscript_26552,,Persian_MS_952,,manuscript,,Persian_MS_952,"Bookplates: Left pastedown: Bibliotheca Lindesiana with pencilled shelfmark 3/C, and Hamilton MSS No. 99, with the name and number crossed out and and class mark Arabic and 304 written aside, then the current class mark, Persian 952 written underneath.",Left pastedown,Inner_back_cover,Inner_back_cover,,,,,,,,,,,,,,
Persian_MS_953_addition_1,manuscript_26553,,Persian_MS_953,,manuscript,,Persian_MS_953,"Bookplates and Pasted items: Right board exterior, top bears a paper label inscribed Right pastedown: Inverted Bibliotheca Lindesiana with pencilled shelfmark 4/K, with , with the name and number crossed out and and class mark Bland MSS No. 519Arabic and 89 written aside.",Right board exterior; Right pastedown,Front_cover Inner_front_cover,Front_cover Inner_front_cover,,,,,,,,,,,,,,
Persian_MS_954_addition_1,manuscript_26554,,Persian_MS_954,,manuscript,,Persian_MS_954,"Bookplates: Left pastedown: Bibliotheca Lindesiana, with class mark Arabic MS 795 e.",Left pastedown,Inner_back_cover,Inner_back_cover,,,,,,,,,,,,,,
Persian_MS_955_addition_1,manuscript_26555,,Persian_MS_955,,manuscript,,Persian_MS_955,"Inscriptions: Various markings and notes throughout: Folio 1a bears numerous immolated notations, one legible, noting the sale of the volume to a former owner named Muḥammad Naṣīr ibn Hidāyat Allāh, above his oval seal impression: انتقال الی البیع الشرعی العبد الی الله ربه الکریم محمد نصیر ابن هدایت الله Folio 245a, bears various inscriptions by the colophon. One a lengthy one to the right, now crossed out, poetically describes the volume and praises the author, while another at top-left declares the volume to be correct and conforms with an unidentified one reportedly in the author's hand: صحیح و قوبل مع نسخه منعولی من حط المولف العاصل الجامی جسن ما یسر مع احبته. Folio 245b bears lines from the Mas̱navī-yi Ma‘navī (Spirtual Couplets) of Jalāl al-Dīn Rūmī (1207–1273), written in another hand written in black nasta‘līq script with shikastah ligatures, and two partly-legible Arabic ownership notes written in black naskh perpendicular to the poetry. Bookplates: Left pastedown: Bibliotheca Lindesiana with pencilled shelfmark 2/H, with former class mark Arabic MS 795, crossed out and Persian MS. 955. pencilled underneath. Left board exterior: a paper label bears two handwritten former Lindesiana class marks: ArabicNo 106 Nº 795.",Left pastedown; Left board exterior; 1a; 245a; 245b,Inner_back_cover Back_cover 1a 245a 245b,Inner_back_cover Back_cover 1a 245a 245b,,,,,,,Muḥammad Naṣīr ibn Hidāyat Allāh,person_f8331,,,,Mas̱navī-yi Ma‘navī,,
Persian_MS_956_addition_1,manuscript_26556,,Persian_MS_956,,manuscript,,Persian_MS_956,"Inscriptions: The first right flyleaf a side (f. ia) under the registration number and class mark, an pencilled note erroneously describes the volume as Grammatical Treatises, etc.17th–18th cent.",first right flyleaf a side (f. ia),,,,,,,,,,,,,,,,
Persian_MS_961_addition_1,manuscript_26561,,Persian_MS_961,,manuscript,,Persian_MS_961,"Inscriptions: Page 1 notes the number of folios with the Indic sīyāq numeral 90, followed by a description of the volume: خلاصهٔ ترجمهٔ فارسی بہاگوت دسم اسکندهکدامات سدیکشن‌جی خالق خقیقی که در دینا کدرنر نود باب یعنی ادبیا از پوتہی ساستر نموده شد. نود باب سیاق هندی: نود] ورق در فارسی].",1,1.0,1.0,,,,,,,,,,,,,,
Persian_MS_962_addition_1,manuscript_26562,,Persian_MS_962,,manuscript,,Persian_MS_962,Inscriptions: The second right flyleaf a side (ff iia) bears a note by the author presenting the volume to his friend John Panton Gubbins on 1 April 1847: نسخه مرا را که اضعف العباد کریم خان متوطم قصبه جهجیر که بعد سفر و سیاحت ولایت انگلستان و لندن بمقام شاهجاهان‌آباد حسب الارسال جناب مستطاب معلی القاب لارد هنری هاردینگ صاحب گورنر جنرل بهادر ناظم اعظم ممالک کشور هند مزینت مدهیکی از آن بحضور فیض معمور حساب نواب والاه خطاب مرون(؟) امدح گزارانیده نسخه برابر هدیت و تحفه سحور پاک کار بحضور جناب صاحب نامدار جان پنت گبنس را صمیمه(؟)‌ گذرانید و بمقبولی حسن افتخار صاحب کردانید(؟) دویم ماه ابریل سنه ۱۸۴۷ ع. Bookplate: The right doublure John Panton Gubbins,second right flyleaf a side (ff iia); right doublure,iia Inner_front_cover,iia Inner_front_cover,,,,,,,John Panton Gubbins,,,,,,,
Persian_MS_968_addition_1,manuscript_26568,,Persian_MS_968,,manuscript,,Persian_MS_968,Inscriptions: The right flyleaf a side (f. ia) bears . Folio 1a inscribed with .Folio 92b bears a note in English: 22nd Reg. This book was found in the loot of Hyderabad after its capture in February 1842. It was found in one of the palaces of the Ameers of Scinde(NB: the Battle of Hyderabad actually took place on 24 Mar. 1843).,right flyleaf a side (f. ia); 1a; 92b,ia 1a 92b,ia 1a 92b,,,,,,,,,,,,,,
Persian_MS_969_addition_1,manuscript_26569,,Persian_MS_969,,manuscript,,Persian_MS_969,Inscriptions: Folio 1a bears a partially legible dated note adjacent to the oval seal impression of Ḥusn‘alī dated 1293 AH (1876–77 CE). The final left flyleaf a and b sides (ff. iia–iib) bear various poetic and prose quotes.,1a; final left flyleaf a and b sides (ff. iia–iib),1a,1a,,,,,,,Ḥusn‘alī,,,,,,,
Persian_MS_970_addition_1,manuscript_26570,,Persian_MS_970,,manuscript,,Persian_MS_970,"Inscriptions: The first right flyleaf a side (f. ia) bears a French note, unsigned, but in the hand of former owner Jean-Baptiste Joseph Gentil, with the number Nº 32 1 Volume written in pencil underneath, which pertains to his 1789 sale catalogue. Folio 1a bears a translated and descriptive title in Gentil's hand. Bookplates: The left flyleaf b side (f. iib): bears Owens College bearing Prog. Nº 1619 and a circular red label at top-left with the same number.",first right flyleaf a side (f. ia); 1a; left flyleaf b side (f. iib),ia 1a iib,ia 1a iib,,,,,,,Jean-Baptiste Joseph Gentil; Gentil's,person_122375965,,,,,,
Persian_MS_971_addition_1,manuscript_26571,,Persian_MS_971,,manuscript,,Persian_MS_971,"Inscriptions: Folio 1b bears inscriptions that denotes the volume number and the content of the manuscript and state the writing (perhaps copying) of the manuscript will be accomplished by Muḥammad Fāz̤il (محمد فاضل), a pupil of Afrāsīyāb Bayg (افراسیاب بیگ) On fol. 2a there are also inscriptions that state the manuscript was sent to Afrāsīyāb Baig by his pupil Muḥammad Salīm Bayg Khān (محمد سلیم بیگ خان). fol. 1b denotes the volume number and the content of the manuscript.",1b,1b,1b,,,,,,,,,,,,,,
Persian_MS_972_addition_1,manuscript_26572,,Persian_MS_972,,manuscript,,Persian_MS_972,Inscriptions: Folio 2a bears a partially trimmed note by a former owner: الملک القابص الباب هو,2a,2a,2a,,,,,,,,,,,,,,
Persian_MS_973_addition_1,manuscript_26573,,Persian_MS_973,,manuscript,,Persian_MS_973,Inscriptions: Folio 1a bears a price of 10 rupees.,1a,1a,1a,,,,,,,,,,,,,,
Persian_MS_976_addition_1,manuscript_26576,,Persian_MS_976,,manuscript,,Persian_MS_976,"Marginalia: Chapters identified by pencilled Latin notes, albeit many trimmed. Inscriptions: Folio 1a bears a Latin title of the work with an Arabic basmala underneath. Bookplates: The final left flyleaf b side (f. vb): Bequeathed by Samuel Robinson, of Wilmslow, 1884, with Class: 117; Section: 76; Prog. Nº 39155. Left pastedown: Samuel Robinson, Blackbrook Cottage, Wilmslow.",1a; final left flyleaf b side (f. vb); Left pastedown,1a vb Inner_back_cover,1a vb Inner_back_cover,,,,,,,,,,,,,,
Persian_MS_977-978_addition_1,manuscript_26577,,Persian_MS_977-978,,part,,manuscript_26577-item1,"Inscriptions: Folio 1a: signed by former owner .Samuel Robinson, Blackbrook Cottage, Wilmslow, 1857Folio 14a bears a partially trimmed purchase note that reads بتاریخ ۲۵...از مراد... بقیمت (On the date of the 25th...from Murād... for the price of...). Bookplates: The Left pastedown: Owens College, Bequeathed by Samuel Robinson, of Wilmslow, 1884, with class mark OR F40 I and Prog 39155 Left pastedown: Samuel Robinson, Blackbrook Cottage, Wilmslow.",Left pastedown; Left pastedown; 1a:; 14a,Vol_1_Inner_back_cover Vol_1_Inner_back_cover Vol_1_1a Vol_1_14a,Vol_1_Inner_back_cover Vol_1_Inner_back_cover Vol_1_1a Vol_1_14a,,,,,,,Samuel Robinson,person_62917704,,,,,,
