metadata: binding UID,metadata: file URL,metadata: collection,metadata: ms ID,metadata: shelfmark,overview: binding,overview: condition,overview: decoration,date: contemporary,date: when,date: not before,date: not after,date: certainty,date: calendar,dimensions: height,dimensions: height max,dimensions: height min,dimensions: width,dimensions: width max,dimensions: width min,dimensions: depth,dimensions: depth max,dimensions: depth min,dimensions: unit
MS_Arabic_375_binding_1,manuscript_16018,,MS_Arabic_375,,207 155,,,True,,,,,,207.0,207.0,207.0,155.0,155.0,155.0,,,,mm
MS_Arabic_376_binding_1,manuscript_16019,,MS_Arabic_376,,232 157 Paper; leather / cloth covers; paper / cloth covers.,,,True,,,,,,232.0,232.0,232.0,157.0,157.0,157.0,,,,mm
MS_Arabic_377_binding_1,manuscript_16020,,MS_Arabic_377,,229 180 Paper; leather / paper covers.,,,True,,,,,,229.0,229.0,229.0,180.0,180.0,180.0,,,,mm
MS_Arabic_379_binding_1,manuscript_16022,,MS_Arabic_379,,"201 149 Paper; leather / paper covers; Primary endbands: tie-downs - natural colour. Secondary endbands: chevrons - yellow colour. Endbands present at tail, worked in Islamic style.",,,True,,,,,,201.0,201.0,201.0,149.0,149.0,149.0,,,,mm
MS_Arabic_382_binding_1,manuscript_16025,,MS_Arabic_382,,"221 124 Paper; leather covers. Primary endbands: tie-downs natural colour. Secondary endbands: chevrons green and pink(?) colour. Endbands present at head and tail, worked in Islamic style.",,,True,,,,,,221.0,221.0,221.0,124.0,124.0,124.0,,,,mm
MS_Arabic_383_binding_1,manuscript_16026,,MS_Arabic_383,,157 109 Paper; Paper covers.,,,True,,,,,,157.0,157.0,157.0,109.0,109.0,109.0,,,,mm
MS_Arabic_384_binding_1,manuscript_16027,,MS_Arabic_384,,210 150 Paper; leather / cloth covers.,,,True,,,,,,210.0,210.0,210.0,150.0,150.0,150.0,,,,mm
MS_Arabic_385_binding_1,manuscript_16028,,MS_Arabic_385,,"Cord 177 115 Paper; leather covers. Primary endbands: front bead blue and white colour. Endbands present at head and tail, worked in a Western style with two colours.",,,True,,,,,,177.0,177.0,177.0,115.0,115.0,115.0,,,,mm
MS_Arabic_397_binding_1,manuscript_16040,,MS_Arabic_397,,267 176 Paper; leather covers.,,,True,,,,,,267.0,267.0,267.0,176.0,176.0,176.0,,,,mm
MS_Arabic_418_binding_1,manuscript_16061,,MS_Arabic_418,,295 190,,,True,,,,,,295.0,295.0,295.0,190.0,190.0,190.0,,,,mm
WMS_Arabic_420_binding_1,manuscript_16063,,WMS_Arabic_420,,"248 146 leather / textile covers. Endbands stuck on cloth, not worked; Natural colour, with thin red and blue stripes.",,,True,,,,,,248.0,248.0,248.0,146.0,146.0,146.0,,,,mm
WMS_Arabic_422_binding_1,manuscript_16065,,WMS_Arabic_422,,167mm 123mm paper leather covers,,,True,,,,,,167mm,167mm,167mm,123mm,123mm,123mm,,,,mm
WMS_Arabic_423_binding_1,manuscript_16066,,WMS_Arabic_423,,leather covers cord 168mm 119mm paper Natural endbands; Christian (non Islamic).,,,True,,,,,,168mm,168mm,168mm,119mm,119mm,119mm,,,,mm
WMS_Arabic_424_binding_1,manuscript_16067,,WMS_Arabic_424,,cord 162mm 112mm paper; leather covers Black and natural-coloured endbands; Christian (non Islamic) type.,,,True,,,,,,162mm,162mm,162mm,112mm,112mm,112mm,,,,mm
WMS_Arabic_430_binding_1,manuscript_16073,,WMS_Arabic_430,,230mm 172mm Paper; Cloth covers; no endbands.,,,True,,,,,,230mm,230mm,230mm,172mm,172mm,172mm,,,,mm
MS_Arabic_432_binding_1,manuscript_16075,,MS_Arabic_432,,"241 166 Leather / paper covers. Secondary endbands: Cream, beige and red colour; stuck-on.",,,True,,,,,,241.0,241.0,241.0,166.0,166.0,166.0,,,,mm
MS_Arabic_433_binding_1,manuscript_16076,,MS_Arabic_433,,"221 179 Leather / paper covers; Endbands: Textile, stuck-on.",,,True,,,,,,221.0,221.0,221.0,179.0,179.0,179.0,,,,mm
MS_Arabic_434_binding_1,manuscript_16077,,MS_Arabic_434,,Paper 254 195 Leather / paper covers; Stuck-on textile endbands.,,,True,,,,,,254.0,254.0,254.0,195.0,195.0,195.0,,,,mm
WMS_Arabic_435_binding_1,manuscript_16078,,WMS_Arabic_435,,193 145 Paper; Paper / textile covers,,,True,,,,,,193.0,193.0,193.0,145.0,145.0,145.0,,,,mm
WMS_Arabic_448_binding_1,manuscript_16091,,WMS_Arabic_448,,Paper,,,True,,,,,,,,,,,,,,,
MS_Arabic_453_binding_1,manuscript_16096,,MS_Arabic_453,,,,,True,,,,,,,,,,,,,,,
MS_Arabic_460_binding_1,manuscript_16103,,MS_Arabic_460,,,,,True,,,,,,,,,,,,,,,
MS_Arabic_480_binding_1,manuscript_16123,,MS_Arabic_480,,Paper,,,True,,,,,,,,,,,,,,,
MS_Arabic_481_binding_1,manuscript_16124,,MS_Arabic_481,,Paper,,,True,,,,,,,,,,,,,,,
MS_Arabic_482_binding_1,manuscript_16125,,MS_Arabic_482,,Cardboard,,,True,,,,,,,,,,,,,,,
MS_Arabic_484_binding_1,manuscript_16127,,MS_Arabic_484,,,,,True,,,,,,,,,,,,,,,
MS_Arabic_485_binding_1,manuscript_16128,,MS_Arabic_485,,,,,True,,,,,,,,,,,,,,,
MS_Arabic_487_binding_1,manuscript_16130,,MS_Arabic_487,,"Modern, European type. Leather spine bearing the title of the book, the name of the author and of last owner Sāmī Ḥaddād, tooled in gold.",,,True,,,,,,,,,,,,,,,
MS_Arabic_489_binding_1,manuscript_16132,,MS_Arabic_489,,274 190 Paper,,,True,,,,,,274.0,274.0,274.0,190.0,190.0,190.0,,,,mm
MS_Arabic_490_binding_1,manuscript_16133,,MS_Arabic_490,,286 203 Paper; leather / paper covers; Primary endbands natural colour; Secondary endbands natural colour; Remnants of Islamic endbands.,,,True,,,,,,286.0,286.0,286.0,203.0,203.0,203.0,,,,mm
MS_Arabic_495_binding_1,manuscript_16138,,MS_Arabic_495,,355 246 Paper; leather; primary endbands natural colour; secondary endbands natural colour; evidence of endband is visible.,,,True,,,,,,355.0,355.0,355.0,246.0,246.0,246.0,,,,mm
MS_Arabic_497_binding_1,manuscript_16140,,MS_Arabic_497,,"223 164 Paper; leather; Tie-downs: natural colour; Chevron: red and yellow; Endbands present at head and tail, worked in an Islamic style.",,,True,,,,,,223.0,223.0,223.0,164.0,164.0,164.0,,,,mm
MS_Arabic_498_binding_1,manuscript_16141,,MS_Arabic_498,,"229 170 Paper; leather ; Tie downs: natural colour; Chevrons: red and white; Endbands at head and tail, worked in Islamic style.",,,True,,,,,,229.0,229.0,229.0,170.0,170.0,170.0,,,,mm
MS_Arabic_503_binding_1,manuscript_16146,,MS_Arabic_503,,233 161 Paper; paper / cloth.,,,True,,,,,,233.0,233.0,233.0,161.0,161.0,161.0,,,,mm
MS_Arabic_506_binding_1,manuscript_16149,,MS_Arabic_506,,195 159 Paper; leather / paper covers; Primary endbands: tie downs - natural colour. Secondary endbands: chevrons - Remnants of an Islamic worked endband on the tail.,,,True,,,,,,195.0,195.0,195.0,159.0,159.0,159.0,,,,mm
MS_Arabic_507_binding_1,manuscript_16150,,MS_Arabic_507,,Cord 192 128 Paper; leather covers; Secondary endbands: Natural and green colour; stuck-on.,,,True,,,,,,192.0,192.0,192.0,128.0,128.0,128.0,,,,mm
MS_Arabic_508_binding_1,manuscript_16151,,MS_Arabic_508,,,,,True,,,,,,,,,,,,,,,
WMS_Arabic_521_binding_1,manuscript_16164,,WMS_Arabic_521,,212 141 Paper; paper / cloth.,,,True,,,,,,212.0,212.0,212.0,141.0,141.0,141.0,,,,mm
WMS_Arabic_529_binding_1,manuscript_16172,,WMS_Arabic_529,,178 146 Rope; leather flaps.,,,True,,,,,,178.0,178.0,178.0,146.0,146.0,146.0,,,,mm
WMS_Arabic_533_binding_1,manuscript_16176,,WMS_Arabic_533,,122 120 Leather; no endbands; leather tie with shell attached.,,,True,,,,,,122.0,122.0,122.0,120.0,120.0,120.0,,,,mm
WMS_Arabic_534_binding_1,manuscript_16177,,WMS_Arabic_534,,176 123 Paper; paper covers; leather satchel.,,,True,,,,,,176.0,176.0,176.0,123.0,123.0,123.0,,,,mm
WMS_Arabic_558_binding_1,manuscript_16201,,WMS_Arabic_558,,182 100 Paper; leather covers.,,,True,,,,,,182.0,182.0,182.0,100.0,100.0,100.0,,,,mm
WMS_Arabic_560_binding_1,manuscript_16203,,WMS_Arabic_560,,255 182 Paper; paper / cloth covers.,,,True,,,,,,255.0,255.0,255.0,182.0,182.0,182.0,,,,mm
WMS_Arabic_561_binding_1,manuscript_16204,,WMS_Arabic_561,,209 146 Paper; leather / paper covers.,,,True,,,,,,209.0,209.0,209.0,146.0,146.0,146.0,,,,mm
WMS_Arabic_566_binding_1,manuscript_16209,,WMS_Arabic_566,,165 111 Leather covers; leather satchel.,,,True,,,,,,165.0,165.0,165.0,111.0,111.0,111.0,,,,mm
WMS_Arabic_569_binding_1,manuscript_16212,,WMS_Arabic_569,,300 211 Paper; leather covers.,,,True,,,,,,300.0,300.0,300.0,211.0,211.0,211.0,,,,mm
WMS_Arabic_573_binding_1,manuscript_16216,,WMS_Arabic_573,,Paper,,,True,,,,,,,,,,,,,,,
WMS_Arabic_574_binding_1,manuscript_16217,,WMS_Arabic_574,,256 179 Paper boards; paper / cloth spine.,,,True,,,,,,256.0,256.0,256.0,179.0,179.0,179.0,,,,mm
WMS_Arabic_577_binding_1,manuscript_16221,,WMS_Arabic_577,,216 164 Paper boards; leather covers.,,,True,,,,,,216.0,216.0,216.0,164.0,164.0,164.0,,,,mm
WMS_Arabic_578_binding_1,manuscript_16222,,WMS_Arabic_578,,215 155 Paper boards; quarter bound (brown leather / blue and yellow paper covers with floral design).,,,True,,,,,,215.0,215.0,215.0,155.0,155.0,155.0,,,,mm
WMS_Arabic_580_binding_1,manuscript_16224,,WMS_Arabic_580,,211 161 Flap binding: Paper boards; brown leather covers with central ornament; red and natural colour headbands.,,,True,,,,,,211.0,211.0,211.0,161.0,161.0,161.0,,,,mm
WMS_Arabic_583_binding_1,manuscript_16227,,WMS_Arabic_583,,Paper boards; half bound: brown leather and paper covers.,,,True,,,,,,,,,,,,,,,
WMS_Arabic_585_binding_1,manuscript_16229,,WMS_Arabic_585,,Paper boards; brown leather/ coloured paper covers with floral design.,Slightly stained.,,True,,,,,,,,,,,,,,,
WMS_Arabic_587_binding_1,manuscript_16231,,WMS_Arabic_587,,Paper boards; red leather covers with gold ornament; blue and white headbands.,Repair work has been undertaken to spine.,,True,,,,,,,,,,,,,,,
WMS_Arabic_588_binding_1,manuscript_16232,,WMS_Arabic_588,,Paper boards; marbled paper covers in green and blue.,Repair work to spine.,,True,,,,,,,,,,,,,,,
WMS_Arabic_592_binding_1,manuscript_16236,,WMS_Arabic_592,,Paper boards; quarter bound: brown leather and paper covers.,Paper covers badly torn.,,True,,,,,,,,,,,,,,,
WMS_Arabic_593_binding_1,manuscript_16237,,WMS_Arabic_593,,"Paper binding: pale blue covers, torn at the edges.",,,True,,,,,,,,,,,,,,,
WMS_Arabic_594_binding_1,manuscript_16238,,WMS_Arabic_594,,Paper boards; paper and fabric covers in blue and green shades.,,,True,,,,,,,,,,,,,,,
WMS_Arabic_597_binding_1,manuscript_16241,,WMS_Arabic_597,,Paper boards; paper covers (brown on front cover; red on rear cover); spine covered with brown fabric.,,,True,,,,,,,,,,,,,,,
WMS_Arabic_598_binding_1,manuscript_16242,,WMS_Arabic_598,,Paper boards; brown leather and paper covers in yellow and green design.,Paper covers torn and faded.,,True,,,,,,,,,,,,,,,
WMS_Arabic_606_binding_1,manuscript_16250,,WMS_Arabic_606,,218 167 Paper boards; leather covers.,,,True,,,,,,218.0,218.0,218.0,167.0,167.0,167.0,,,,mm
WMS_Arabic_607_binding_1,manuscript_16251,,WMS_Arabic_607,,Flap binding; 246 188 paper boards; brown/red leather covers with ornaments.,Covers torn and scratched.,,True,,,,,,246.0,246.0,246.0,188.0,188.0,188.0,,,,mm
WMS_Arabic_609_binding_1,manuscript_16253,,WMS_Arabic_609,,297 207 Paper boards; quarter bound: red leather spine with gold emblems and marbled paper covers.,,,True,,,,,,297.0,297.0,297.0,207.0,207.0,207.0,,,,mm
WMS_Arabic_617_binding_1,manuscript_16261,,WMS_Arabic_617,,Flap binding; paper boards; brown leather covers with central almond-shaped decoration.,Covers and spine scratched and torn in places.,,True,,,,,,,,,,,,,,,
WMS_Arabic_618_binding_1,manuscript_16262,,WMS_Arabic_618,,Modern paper binding; covers mixture of marbled and green paper. 219 137,,,True,,,,,,219.0,219.0,219.0,137.0,137.0,137.0,,,,mm
_binding_1,manuscript_16266,,,,205 155 Paper binding; paper covers.,,,True,,,,,,205.0,205.0,205.0,155.0,155.0,155.0,,,,mm
WMS_Arabic_624_binding_1,manuscript_16268,,WMS_Arabic_624,,195 141 Paper binding; nude colour.,,,True,,,,,,195.0,195.0,195.0,141.0,141.0,141.0,,,,mm
WMS_Arabic_628_binding_1,manuscript_16272,,WMS_Arabic_628,,"Paper boards; paper covers, nude.",,,True,,,,,,,,,,,,,,,
WMS_Arabic_630_binding_1,manuscript_16274,,WMS_Arabic_630,,215 164 Flap binding; paper boards; quarter bound (black leather spine and marbled paper covers).,Covers faded and fore-edge flap partly damaged.,,True,,,,,,215.0,215.0,215.0,164.0,164.0,164.0,,,,mm
WMS_Arabic_632_binding_1,manuscript_16276,,WMS_Arabic_632,,189 142 Paper binding with lilac paper covers.,,,True,,,,,,189.0,189.0,189.0,142.0,142.0,142.0,,,,mm
WMS_Arabic_633_binding_1,manuscript_16277,,WMS_Arabic_633,,195 137 Paper binding with pale blue covers.,,,True,,,,,,195.0,195.0,195.0,137.0,137.0,137.0,,,,mm
WMS_Arabic_637_binding_1,manuscript_16281,,WMS_Arabic_637,,206 150 Flap binding; quarter bound (brown leather spine and marbled paper covers); tongue-flap covered in different paper.,Covers and spine partially torn.,,True,,,,,,206.0,206.0,206.0,150.0,150.0,150.0,,,,mm
WMS_Arabic_646_binding_1,manuscript_16290,,WMS_Arabic_646,,211 139 Paper boards; marbled paper covers.,,,True,,,,,,211.0,211.0,211.0,139.0,139.0,139.0,,,,mm
WMS_Arabic_653_binding_1,manuscript_16297,,WMS_Arabic_653,,"Minimal binding; paper covers, torn in parts. 272 195",,,True,,,,,,272.0,272.0,272.0,195.0,195.0,195.0,,,,mm
WMS_Arabic_654_binding_1,manuscript_16298,,WMS_Arabic_654,,"224 162 Paper boards; paper covers, mostly torn off; rope cord tied around MS.",,,True,,,,,,224.0,224.0,224.0,162.0,162.0,162.0,,,,mm
WMS_Arabic_659_binding_1,manuscript_16303,,WMS_Arabic_659,,158 109 Paper boards; half bound (spine and corners of covers in red leather; covers in marbled paper); headbands natural colour.,Covers and spine damaged in corners.,,True,,,,,,158.0,158.0,158.0,109.0,109.0,109.0,,,,mm
WMS_Arabic_660_binding_1,manuscript_16304,,WMS_Arabic_660,,Paper boards; embossed brown/red leather cover (missing on front side); natural-colour headbands.,,,True,,,,,,,,,,,,,,,
WMS_Arabic_662_binding_1,manuscript_16306,,WMS_Arabic_662,,Paper boards; black leather and blue/green paper covers; brown leather strap tied around MS.,,,True,,,,,,,,,,,,,,,
WMS_Arabic_664_binding_1,manuscript_16308,,WMS_Arabic_664,,"141 101 Paper boards; paper covers, nude colour.",Stained and fraying at edges.,,True,,,,,,141.0,141.0,141.0,101.0,101.0,101.0,,,,mm
WMS_Arabic_668_binding_1,manuscript_16312,,WMS_Arabic_668,,177 97 Paper boards; quarter bound (brown leather spine and marbled paper covers in green/yellow).,"Covers faded, torn and stained in parts.",,True,,,,,,177.0,177.0,177.0,97.0,97.0,97.0,,,,mm
WMS_Arabic_675_binding_1,manuscript_16319,,WMS_Arabic_675,,"Paper boards; paper covers, natural colour.",,,True,,,,,,,,,,,,,,,
WMS_Arabic_678_binding_1,manuscript_16322,,WMS_Arabic_678,,170 125 Paper boards; multicoloured fabric covers with paisley pattern.,Fairly good condition with a few tears.,,True,,,,,,170.0,170.0,170.0,125.0,125.0,125.0,,,,mm
WMS_Arabic_679_binding_1,manuscript_16323,,WMS_Arabic_679,,Paper boards; marbled paper and leather covers.,,,True,,,,,,,,,,,,,,,
WMS_Arabic_680_binding_1,manuscript_16324,,WMS_Arabic_680,,"Paper boards; paper covers, natural colour.",,,True,,,,,,,,,,,,,,,
WMS_Arabic_691_binding_1,manuscript_16335,,WMS_Arabic_691,,Paper boards; brown leather and marbled paper covers with visible stitching; thin brown leather strap tied around MS.,,,True,,,,,,,,,,,,,,,
WMS_Arabic_693_binding_1,manuscript_16337,,WMS_Arabic_693,,"Paper boards; flap binding; dark brown leather covers, engraved with double border.",Sound condition.,,True,,,,,,,,,,,,,,,
WMS_Arabic_697_binding_1,manuscript_16341,,WMS_Arabic_697,,Flap binding; paper boards; red/brown leather spine and green/blue paper covers with ornate design; natural-colour headbands.,Some damage to spine.,,True,,,,,,,,,,,,,,,
WMS_Arabic_698_binding_1,manuscript_16342,,WMS_Arabic_698,,202 150 Paper boards; paper covers.,,,True,,,,,,202.0,202.0,202.0,150.0,150.0,150.0,,,,mm
WMS_Arabic_699_binding_1,manuscript_16343,,WMS_Arabic_699,,209 152 Paper boards; paper covers in natural colour.,,,True,,,,,,209.0,209.0,209.0,152.0,152.0,152.0,,,,mm
WMS_Arabic_709_binding_1,manuscript_16353,,WMS_Arabic_709,,Paper boards; red paper covers.,Torn and scratched in places.,,True,,,,,,,,,,,,,,,
WMS_Arabic_711_binding_1,manuscript_16355,,WMS_Arabic_711,,"112 85 Paper boards; leather covers; contained in brown leather satchel, embossed, with strap.",,,True,,,,,,112.0,112.0,112.0,85.0,85.0,85.0,,,,mm
